,Unnamed: 0,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,State
5977,5977,B4,"Rohit Tower,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Continental",3.7,55,900,Uttar Pradesh
5978,5978,The Deli,"Hotel Novotel Lucknow,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"Desserts,  Bakery and Confectionary,  Fast Food",4.0,1,800,Uttar Pradesh
5979,5979,The Square,"Hotel Novotel Lucknow,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Asian",4.4,23,2100,Uttar Pradesh
5980,5980,Edge,"Hotel Novotel Lucknow,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,Finger Food,3.9,3,2000,Uttar Pradesh
5981,5981,Sadda Adda,"Aliganj, North Lucknow", North Lucknow,Lucknow,"North Indian,  Chinese",4.3,3,400,Uttar Pradesh
5982,5982,Urban Turban,"Metropolitan Club,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Chinese,  Mughlai,  Continental,  Fast Food",4.5,24,3000,Uttar Pradesh
5983,5983,Poseidon,"Hotel Ranbirs,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Chinese",4.3,16,1200,Uttar Pradesh
5984,5984,Aabshaar,"Hotel Ranbirs,Gomti Nagar, East Lucknow", East Lucknow,Lucknow,"North Indian,  Chinese",4.3,22,1600,Uttar Pradesh
5985,5985,Food Paradise,"Aliganj, North Lucknow", North Lucknow,Lucknow,"North Indian,  Chinese,  Fast Food",1.0,1,700,Uttar Pradesh
5986,5986,Pepperz,"Scorpio Club,Aliganj, North Lucknow", North Lucknow,Lucknow,"North Indian,  Chinese,  Fast Food",5.0,1,2100,Uttar Pradesh
5987,5987,Cafe Quane,"Hotel Ramada,Junab Ganj, South Lucknow", South Lucknow,Lucknow,"North Indian,  Continental,  Oriental ,  Awadhi",4.7,28,1400,Uttar Pradesh
5988,5988,S Cafe,"The Sheraton Grand,Indore By Pass Road, East Indore", East Indore,Indore,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,513,1500,Madhya Pradesh
5989,5989,Vegtawa Restaurant,"Sudama Nagar, South Indore", South Indore,Indore,"North Indian,  Chinese",3.9,15,700,Madhya Pradesh
5990,5990,Ranjeet's Kitchen,"Sudama Nagar, South Indore", South Indore,Indore,"North Indian,  Chinese",3.6,25,400,Madhya Pradesh
5991,5991,Cakes N Craft,"Sudama Nagar, South Indore", South Indore,Indore,"Bakery and Confectionary,  Desserts",4.1,7,500,Madhya Pradesh
5992,5992,The ICF Lounge,"Sudama Nagar, South Indore", South Indore,Indore,"North Indian,  Fast Food,  Chinese",3.7,29,600,Madhya Pradesh
5993,5993,Tiffin,"Hotel Winway,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental,  Street Food,  Malvani",4.2,153,1000,Madhya Pradesh
5994,5994,The Monroe Cafe,"New Palasia, Central Indore", Central Indore,Indore,"North Indian,  Italian,  Chinese",4.1,377,800,Madhya Pradesh
5995,5995,Boozer's Bar,"Dwarkapuri, South Indore", South Indore,Indore,"North Indian,  Chinese,  Finger Food",1.8,6,1400,Madhya Pradesh
5996,5996,The Marvel's Cafe,"Rajendra Nagar, South Indore", South Indore,Indore,Fast Food,4.2,75,500,Madhya Pradesh
5997,5997,Rim Zim Club & Resort,"Rajendra Nagar, South Indore", South Indore,Indore,North Indian,4.4,2,1500,Madhya Pradesh
5998,5998,Cheese Factory,"Manik Bagh Road, South Indore", South Indore,Indore,Fast Food,3.9,34,400,Madhya Pradesh
5999,5999,Waffles & More,"Manik Bagh Road, South Indore", South Indore,Indore,"Fast Food,  Waffle,  Desserts",3.5,14,500,Madhya Pradesh
6000,6000,Tonicue The Bar,"Hotel Malwa Inn,Rajendra Nagar, South Indore", South Indore,Indore,"North Indian,  Chinese",4.2,62,1400,Madhya Pradesh
6001,6001,The Creative Kitchen,"Radisson Blu Hotel Indore,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Continental,  Seafood,  Oriental ",3.8,145,1800,Madhya Pradesh
6002,6002,House Of Malts,"PS9 Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental,  Fast Food",4.2,257,1800,Madhya Pradesh
6003,6003,Brothers The Dining Restro,"Rajendra Nagar, South Indore", South Indore,Indore,North Indian,3.3,74,600,Madhya Pradesh
6004,6004,Mocha,"YN Road, Central Indore", Central Indore,Indore,"Continental,  Fast Food,  Italian",4.6,4,1100,Madhya Pradesh
6005,6005,Constellation,"Hotel WOW,Vijay Nagar, East Indore", East Indore,Indore,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Asian",4.1,486,2500,Madhya Pradesh
6006,6006,Cakes N Craft,"Bhanwar Kuan, South Indore", South Indore,Indore,"Bakery and Confectionary,  Desserts",4.8,9,500,Madhya Pradesh
6007,6007,Hotel Bee Town,"Rajendra Nagar, South Indore", South Indore,Indore,"North Indian,  Chinese",3.3,9,900,Madhya Pradesh
6008,6008,D2i Restaurant,"Sapna Sangeeta Road, Central Indore", Central Indore,Indore,"North Indian,  Chinese,  Mughlai",3.7,46,600,Madhya Pradesh
6009,6009,Addiction by Solaris,"Solaris Hotel & Club,Bhanwar Kuan, South Indore", South Indore,Indore,North Indian,4.3,145,1800,Madhya Pradesh
6010,6010,Koffee King,"Snehnagar, East Indore", East Indore,Indore,"Fast Food,  Coffee,  Desserts,  Ice Cream",3.8,15,400,Madhya Pradesh
6011,6011,Deluxe Bar,"RNT Marg, East Indore", East Indore,Indore,"North Indian,  Mughlai",4.7,3,700,Madhya Pradesh
6012,6012,Gyaniji Ka Khalsa Dhaba,"Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese",4.1,23,400,Madhya Pradesh
6013,6013,Kabeer,"Madhumilan Square,RNT Marg, East Indore", East Indore,Indore,"North Indian,  Mughlai",3.4,67,900,Madhya Pradesh
6014,6014,Gyani's Kafe,"Bhanwar Kuan, South Indore", South Indore,Indore,Fast Food,4.0,1,500,Madhya Pradesh
6015,6015,Veg Bites,"Snehnagar, East Indore", East Indore,Indore,"Fast Food,  Chinese",3.2,21,600,Madhya Pradesh
6016,6016,Little Monk,"Nirvanaa Hotel and Resorts,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Fast Food,  Italian",3.8,216,1500,Madhya Pradesh
6017,6017,Osmium Lounge,"Sapna Sangeeta Mall,Navlakha, Central Indore", Central Indore,Indore,"Finger Food,  North Indian,  Chinese,  Fast Food",3.3,11,1700,Madhya Pradesh
6018,6018,Kebabilal's,"Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese",3.3,53,700,Madhya Pradesh
6019,6019,Singh Sahab,"Sapna Sangeeta Mall,Navlakha, Central Indore", Central Indore,Indore,"North Indian,  Chinese",3.1,38,800,Madhya Pradesh
6020,6020,The Voodoo Bar and Lounge,"Treasure Island Next Mall,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese",5.0,1,1900,Madhya Pradesh
6021,6021,Kyro,"Fortune Aura Rooftop,Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese,  Mughlai",3.0,38,2000,Madhya Pradesh
6022,6022,Hotel Kalinga,"South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese",3.9,53,1600,Madhya Pradesh
6023,6023,Funeats,"Treasure Island Mall,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental,  Italian",3.9,5,800,Madhya Pradesh
6024,6024,Jail - The InDorii Cafe,"Navlakha, Central Indore", Central Indore,Indore,Fast Food,4.7,33,600,Madhya Pradesh
6025,6025,Saffron,"Kings Park Hotel,Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese,  Continental",2.8,20,1200,Madhya Pradesh
6026,6026,Four Seasons,"South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese",4.0,88,1000,Madhya Pradesh
6027,6027,Olive,"Kings Park Hotel,Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese",2.4,7,1800,Madhya Pradesh
6028,6028,Beeji Bar and Restaurant,"Rampurawala Building,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese",1.5,5,1400,Madhya Pradesh
6029,6029,Terrace Treat,"Hotel Crown Palace,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental",4.4,19,1100,Madhya Pradesh
6030,6030,Tea Post,"Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Tea",5.0,1,300,Madhya Pradesh
6031,6031,Harmony's Restaurant,"South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese,  Fast Food",4.6,5,700,Madhya Pradesh
6032,6032,The Piano Project,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Mughlai",4.2,99,2000,Madhya Pradesh
6033,6033,Golden Treat,"Hotel Crown Palace,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental",4.7,24,1800,Madhya Pradesh
6034,6034,The Eighteen Fine Dine Lounge,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Continental",4.5,343,1600,Madhya Pradesh
6035,6035,On Air,"New Palasia, Central Indore", Central Indore,Indore,North Indian,3.6,7,600,Madhya Pradesh
6036,6036,The Baking Room,"New Palasia, Central Indore", Central Indore,Indore,"Desserts,  Bakery and Confectionary",4.4,21,300,Madhya Pradesh
6037,6037,Oiya Restaurant,"New Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Coffee,  Shakes",4.3,17,500,Madhya Pradesh
6038,6038,Tasty Sweets and Restaurant,"Nanda Nagar, North Indore", North Indore,Indore,"North Indian,  Chinese,  Fast Food",4.2,7,600,Madhya Pradesh
6039,6039,Sizzling Treat,"Hotel Crown Palace,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Continental,  Oriental ",4.4,21,1500,Madhya Pradesh
6040,6040,The Pantry Project,"New Palasia, Central Indore", Central Indore,Indore,"Italian,  Chinese,  Mexican,  Desserts",5.0,1,600,Madhya Pradesh
6041,6041,Agrawal's 420 Bites,"NM Tower,New Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Bakery and Confectionary,  Desserts",4.4,83,400,Madhya Pradesh
6042,6042,Vidorra,"Shekhar Central,Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese,  Finger Food",4.1,130,1200,Madhya Pradesh
6043,6043,Ice Balls and Slice Square,"New Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Ice Cream",4.6,16,300,Madhya Pradesh
6044,6044,54 Praangan,"Indore Marriott Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Awadhi,  Mughlai",4.4,105,3300,Madhya Pradesh
6045,6045,Cafe Bake Well,"Hotel Crown Palace,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese,  Fast Food,  Italian,  Desserts",4.2,36,600,Madhya Pradesh
6046,6046,Mama Loca,"New Palasia, Central Indore", Central Indore,Indore,"Lebanese,  Greek,  Italian",4.0,37,1200,Madhya Pradesh
6047,6047,The Papaya Kitchen,"Papaya Tree Hotel,Rau, South Indore", South Indore,Indore,"North Indian,  Chinese",3.9,14,1500,Madhya Pradesh
6048,6048,Chakhna Cafe,"Shekhar Central,Old Palasia, Central Indore", Central Indore,Indore,"Fast Food,  North Indian,  Chinese",5.0,1,500,Madhya Pradesh
6049,6049,Sam's Momos & Rolls,"New Palasia, Central Indore", Central Indore,Indore,"Fast Food,  North Indian,  Chinese",4.3,65,600,Madhya Pradesh
6050,6050,Four More Shots,"New Palasia, Central Indore", Central Indore,Indore,"North Indian,  Mughlai,  Finger Food",3.5,24,1600,Madhya Pradesh
6051,6051,India Junction,"South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Chinese",3.9,83,1100,Madhya Pradesh
6052,6052,Crosswind,"Apollo Square,New Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese",3.3,108,2000,Madhya Pradesh
6053,6053,Chang's Legacy,"Vijay Nagar, East Indore", East Indore,Indore,"Chinese,  Asian",4.2,192,900,Madhya Pradesh
6054,6054,Lancer Cocktail Lounge,"Hotel Crown Palace,South Tukoganj, East Indore", East Indore,Indore,"North Indian,  Continental,  Oriental ",3.7,3,2000,Madhya Pradesh
6055,6055,Tealogy,"South Tukoganj, East Indore", East Indore,Indore,"Fast Food,  Tea",2.1,3,300,Madhya Pradesh
6056,6056,One Asia,"Indore Marriott Hotel,Vijay Nagar, East Indore", East Indore,Indore,"Asian,  Chinese,  Thai",4.6,83,2500,Madhya Pradesh
6057,6057,SHOWOFF Bar & Kitchen,"Airen Heights,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Continental,  Italian",3.9,109,1600,Madhya Pradesh
6058,6058,The Backyard Bowl,"Indore By Pass Road, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental",3.5,5,1000,Madhya Pradesh
6059,6059,Banana Leaf,"Malhar Mega Mall,Vijay Nagar, East Indore", East Indore,Indore,South Indian,4.2,149,800,Madhya Pradesh
6060,6060,Little Italy,"Brilliant Convention Centre,Vijay Nagar, East Indore", East Indore,Indore,"Italian,  Pizza,  Mexican",4.5,242,1400,Madhya Pradesh
6061,6061,Indore Kitchen,"Indore Marriott Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Asian,  Fast Food",4.1,539,3000,Madhya Pradesh
6062,6062,COD - Come On Dear,"South Tukoganj, East Indore", East Indore,Indore,Fast Food,3.1,8,600,Madhya Pradesh
6063,6063,5/78 Skybar,"Brilliant Convention Centre,Vijay Nagar, East Indore", East Indore,Indore,"Asian,  Finger Food,  Italian",4.6,175,2000,Madhya Pradesh
6064,6064,Dosa Craft,"One Centre Mall,New Palasia, Central Indore", Central Indore,Indore,South Indian,3.3,63,400,Madhya Pradesh
6065,6065,Agent Jack's Bar,"Headquarter Building,Vijay Nagar, East Indore", East Indore,Indore,"Finger Food,  Fast Food,  North Indian,  Italian",3.8,54,1100,Madhya Pradesh
6066,6066,Angaraa,"The Mark Building,Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese",3.5,116,800,Madhya Pradesh
6067,6067,Brix & Barrels,"Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Continental,  Mughlai",1.0,1,1500,Madhya Pradesh
6068,6068,Kebabsville,"Sayaji Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Barbecue",4.3,197,1800,Madhya Pradesh
6069,6069,Tea Diaries,"YN Road, Central Indore", Central Indore,Indore,Fast Food,1.6,15,500,Madhya Pradesh
6070,6070,Not So Desi,"Brilliant Convention Centre,Vijay Nagar, East Indore", East Indore,Indore,Modern Indian,4.5,90,1600,Madhya Pradesh
6071,6071,Ego,"Shekhar Central,Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese,  Finger Food",3.2,3,1200,Madhya Pradesh
6072,6072,Revolution,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Fast Food,  Continental",3.1,16,2400,Madhya Pradesh
6073,6073,Cafe Terazza,"Airen Heights,Vijay Nagar, East Indore", East Indore,Indore,"Italian,  Chinese,  Fast Food",3.6,120,1000,Madhya Pradesh
6074,6074,Cravings,"Sayaji Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Chinese",4.5,188,1800,Madhya Pradesh
6075,6075,Aloha Rooftop,"Hotel Silvotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Fast Food",4.0,179,1200,Madhya Pradesh
6076,6076,Chill Baby,"Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Chinese,  Coffee,  Shakes",4.3,66,500,Madhya Pradesh
6077,6077,Sardarji's Punjabi Zayka,"Rau, South Indore", South Indore,Indore,"North Indian,  Chinese",3.4,2,800,Madhya Pradesh
6078,6078,Veg Bites,"South Tukoganj, East Indore", East Indore,Indore,"Fast Food,  Chinese",2.1,16,600,Madhya Pradesh
6079,6079,Ring Road Social,"Nipania, East Indore", East Indore,Indore,"North Indian,  Continental,  American,  Asian",4.2,5,2000,Madhya Pradesh
6080,6080,Bella Pizzeria,"Old Palasia, Central Indore", Central Indore,Indore,"Italian,  Fast Food",3.6,15,800,Madhya Pradesh
6081,6081,Chicago Pizza,"Navneet Tower,Old Palasia, Central Indore", Central Indore,Indore,"Italian,  Pizza",3.9,6,800,Madhya Pradesh
6082,6082,Zuby's FNF,"Navneet Plaza,Old Palasia, Central Indore", Central Indore,Indore,Fast Food,3.7,16,500,Madhya Pradesh
6083,6083,Singh Sahab,"Navneet Tower,Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Chinese",3.8,15,800,Madhya Pradesh
6084,6084,Pitchers Cafe Bar,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Fast Food",3.7,94,1200,Madhya Pradesh
6085,6085,Enrise By Sayaji,"Rau, South Indore", South Indore,Indore,"North Indian,  Italian,  Chinese",4.1,76,1000,Madhya Pradesh
6086,6086,The High Garden,"Old Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Health Food",3.6,27,600,Madhya Pradesh
6087,6087,Tealogy,"Old Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Tea",5.0,1,300,Madhya Pradesh
6088,6088,Trance The Pub,"Gamini Mall,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese",4.6,53,1500,Madhya Pradesh
6089,6089,Cake Me Up,"Hotel WOW,Vijay Nagar, East Indore", East Indore,Indore,"Bakery and Confectionary,  Desserts",4.7,3,600,Madhya Pradesh
6090,6090,Mr. Beans,"Old Palasia, Central Indore", Central Indore,Indore,"Italian,  Continental,  Coffee,  Tea",3.8,142,1000,Madhya Pradesh
6091,6091,Indore Baking Company,"Indore Marriott Hotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Continental,  Bakery and Confectionary,  Coffee,  Tea",4.4,45,1600,Madhya Pradesh
6092,6092,Cakes N Craft,"Old Palasia, Central Indore", Central Indore,Indore,"Bakery and Confectionary,  Desserts",4.1,16,500,Madhya Pradesh
6093,6093,Bunk,"Vijay Nagar, East Indore", East Indore,Indore,Fast Food,4.3,3,300,Madhya Pradesh
6094,6094,Zakir Family Restaurant,"Khajrana, East Indore", East Indore,Indore,"North Indian,  Mughlai,  Chinese",4.3,52,400,Madhya Pradesh
6095,6095,Panache,"Vijay Nagar, East Indore", East Indore,Indore,North Indian,4.5,4,400,Madhya Pradesh
6096,6096,Effe Cafe,"Papaya Tree Hotel,Rau, South Indore", South Indore,Indore,Fast Food,3.9,16,1200,Madhya Pradesh
6097,6097,Shosha Cafebar,"Vijay Nagar, East Indore", East Indore,Indore,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Asian",3.5,40,2200,Madhya Pradesh
6098,6098,Tic Tac Toe,"Giriraj Grande,Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  North Indian,  Fusion",4.0,203,1800,Madhya Pradesh
6099,6099,Zest,"Papaya Tree Hotel,Rau, South Indore", South Indore,Indore,"North Indian,  Italian,  Chinese,  Fast Food",3.8,5,1700,Madhya Pradesh
6100,6100,Occasion,"Hotel Amar Vilas,Chandra Nagar, North Indore", North Indore,Indore,"Desserts,  Bakery and Confectionary",4.1,5,500,Madhya Pradesh
6101,6101,Pind Balluchi,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Mughlai",3.7,106,1400,Madhya Pradesh
6102,6102,Veg Bites,"Old Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Chinese",4.3,15,600,Madhya Pradesh
6103,6103,The Sultan's,"Rau, South Indore", South Indore,Indore,"North Indian,  Chinese,  Mughlai",3.3,44,1000,Madhya Pradesh
6104,6104,Salt and Pepper,"Hotel Amar Vilas,Chandra Nagar, North Indore", North Indore,Indore,"North Indian,  Continental,  Oriental ",3.5,96,1800,Madhya Pradesh
6105,6105,Gordhan Thal,"C21 Mall,Vijay Nagar, East Indore", East Indore,Indore,North Indian,3.9,22,700,Madhya Pradesh
6106,6106,Tealogy,"Airen Heights,Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Tea",3.9,5,300,Madhya Pradesh
6107,6107,London Bubble Co.,"Vijay Nagar, East Indore", East Indore,Indore,Desserts,3.8,4,300,Madhya Pradesh
6108,6108,Twilight,"Hotel WOW,Vijay Nagar, East Indore", East Indore,Indore,Finger Food,4.5,40,2200,Madhya Pradesh
6109,6109,Mama Loca,"Vijay Nagar, East Indore", East Indore,Indore,"Lebanese,  Greek,  Italian",4.5,50,1200,Madhya Pradesh
6110,6110,Sassy House - All Day Cafe,"Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  North Indian",3.9,26,800,Madhya Pradesh
6111,6111,Couple Lounge,"Hotel Amar Vilas,Chandra Nagar, North Indore", North Indore,Indore,"North Indian,  Chinese,  Continental",3.6,50,1500,Madhya Pradesh
6112,6112,Cream Centre,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Mexican,  Street Food",4.1,124,1800,Madhya Pradesh
6113,6113,The Beer Cafe,"BCM Heights,Vijay Nagar, East Indore", East Indore,Indore,"Finger Food,  North Indian,  Italian",3.8,36,1600,Madhya Pradesh
6114,6114,Cube,"Hotel Effotel,Vijay Nagar, East Indore", East Indore,Indore,"European,  Asian,  American",4.5,213,1200,Madhya Pradesh
6115,6115,JAL - A Jungle Restaurant,"Bhanwar Kuan, South Indore", South Indore,Indore,"North Indian,  Chinese,  Fast Food",4.2,102,1000,Madhya Pradesh
6116,6116,Freito,"Vijay Nagar, East Indore", East Indore,Indore,"American,  Italian,  Asian",4.1,213,1200,Madhya Pradesh
6117,6117,The Story Cafe,"SN Arcade,Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Italian,  Chinese,  Mexican",3.5,42,700,Madhya Pradesh
6118,6118,Atul Sandwich And Cafe,"Navneet Plaza,Old Palasia, Central Indore", Central Indore,Indore,Fast Food,2.8,9,400,Madhya Pradesh
6119,6119,Chill Baby,"Siyaganj, Central Indore", Central Indore,Indore,Fast Food,3.0,3,500,Madhya Pradesh
6120,6120,Brother's Cafe,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Fast Food",4.6,3,500,Madhya Pradesh
6121,6121,10 Downing Street,"Malhar Mega Mall,Vijay Nagar, East Indore", East Indore,Indore,Finger Food,4.0,18,1600,Madhya Pradesh
6122,6122,Veg Bites,"Chandra Nagar, North Indore", North Indore,Indore,"Fast Food,  Chinese",3.4,6,600,Madhya Pradesh
6123,6123,The Lounge Bar,"Hotel Amar Vilas,Chandra Nagar, North Indore", North Indore,Indore,"North Indian,  Chinese",3.0,6,1500,Madhya Pradesh
6124,6124,Laxmi Narayan Doodhwala,"The Mark Building,Old Palasia, Central Indore", Central Indore,Indore,Mithai,3.1,2,200,Madhya Pradesh
6125,6125,Tandoori Darbar Family Restaurant,"Old Palasia, Central Indore", Central Indore,Indore,"North Indian,  Fast Food",3.2,25,400,Madhya Pradesh
6126,6126,Kava,"Fairfield by Marriott Indore,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Asian",3.8,445,1600,Madhya Pradesh
6127,6127,Riddhi Siddhi,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  South Indian",3.1,28,700,Madhya Pradesh
6128,6128,Food Fantasy,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese",3.9,14,600,Madhya Pradesh
6129,6129,Hotel Prithviraj,"Vijay Nagar, East Indore", East Indore,Indore,North Indian,4.1,3,700,Madhya Pradesh
6130,6130,Capers,"Hotel Effotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Mediterranean,  Oriental ",4.6,62,1900,Madhya Pradesh
6131,6131,Chai Kaapi,"Old Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Tea",2.9,23,400,Madhya Pradesh
6132,6132,Quick Meal by FUNDORE,"Rau, South Indore", South Indore,Indore,"North Indian,  Chinese",4.5,6,500,Madhya Pradesh
6133,6133,The Spoonful Cafe,"Vijay Nagar, East Indore", East Indore,Indore,North Indian,3.8,16,250,Madhya Pradesh
6134,6134,Chick N Serve,"Khajrana, East Indore", East Indore,Indore,"Lebanese,  Fast Food,  North Indian,  Chinese",4.3,3,900,Madhya Pradesh
6135,6135,Bake N Shake,"Giriraj Grande,Vijay Nagar, East Indore", East Indore,Indore,"Italian,  Fast Food,  Bakery and Confectionary,  Desserts,  Coffee,  Shakes",3.9,47,800,Madhya Pradesh
6136,6136,Applause,"Khajrana, East Indore", East Indore,Indore,"Italian,  Finger Food",4.6,3,2000,Madhya Pradesh
6137,6137,Mister Shef,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Chinese,  Continental",3.0,17,800,Madhya Pradesh
6138,6138,Lamiyas,"Nipania, East Indore", East Indore,Indore,Arabian,4.5,2,500,Madhya Pradesh
6139,6139,Food Mahal,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Fast Food",3.4,8,500,Madhya Pradesh
6140,6140,Ketley - The Modern Tapri,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Fast Food",2.5,4,500,Madhya Pradesh
6141,6141,Wanna Puff,"Rau, South Indore", South Indore,Indore,"North Indian,  Fast Food",3.7,26,700,Madhya Pradesh
6142,6142,BBC - Billiards Bar Cafe,"Vijay Nagar, East Indore", East Indore,Indore,Fast Food,3.0,2,400,Madhya Pradesh
6143,6143,Ozone Wine And Dine,"Khajrana, East Indore", East Indore,Indore,"North Indian,  Finger Food",3.6,43,2000,Madhya Pradesh
6144,6144,Split Bean,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Chinese",3.1,30,1000,Madhya Pradesh
6145,6145,Koffee King,"New Palasia, Central Indore", Central Indore,Indore,"Fast Food,  Coffee,  Desserts,  Ice Cream",1.0,2,400,Madhya Pradesh
6146,6146,Cafe Chapter One,"Vijay Nagar, East Indore", East Indore,Indore,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.5,97,900,Madhya Pradesh
6147,6147,Ecstacy By Hakeem's,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Italian,  Oriental ,  Continental",4.3,122,1200,Madhya Pradesh
6148,6148,Frespresso,"Hotel Mangal Regency,Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Coffee",4.8,7,700,Madhya Pradesh
6149,6149,Ethyl Bar,"Radisson Blu Hotel Indore,Vijay Nagar, East Indore", East Indore,Indore,Finger Food,4.3,2,2800,Madhya Pradesh
6150,6150,The Barbeque Delight,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Barbecue",4.6,36,1100,Madhya Pradesh
6151,6151,The Market,"Fairfield by Marriott Indore,Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Coffee,  Tea",4.3,17,800,Madhya Pradesh
6152,6152,Good Old Days - Bar,"Hotel Effotel,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Mediterranean,  Oriental ",4.2,22,1500,Madhya Pradesh
6153,6153,Wah Ji Wah,"Shekhar Planet,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese",3.7,5,700,Madhya Pradesh
6154,6154,CakeSmith's Alley,"Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Desserts,  Bakery and Confectionary",1.8,5,600,Madhya Pradesh
6155,6155,Dhaba Cafe,"Metro Tower,Vijay Nagar, East Indore", East Indore,Indore,"Street Food,  Fast Food",2.7,3,500,Madhya Pradesh
