,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
5204,Twisted Roots,"Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Italian,  Chinese,  Thai,  Mexican",4.1,39,1200
5205,Hocco Eatery,"Amrapali Complex,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Shakes,  Desserts,  Ice Cream,  Pizza",3.7,3,600
5206,Shree Marutinandan,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.9,41,700
5207,Puffizza,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian",4.5,2,700
5208,Havmor Restaurant,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Italian,  Chinese,  Mexican",4.5,11,800
5209,William John's Pizza,"Swastik Square,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian,  Desserts",4.2,40,500
5210,Prithvi Restaurant,"Prithvi Hotel,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Barbecue",3.7,8,600
5211,Yaara Da Dhaba,"Sobo Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese",4.0,26,800
5212,Brown Burger Co.,"Celebration City Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,Fast Food,4.6,47,500
5213,Eat Punjab,"Celebration City Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Thai,  Mexican,  Seafood,  Mughlai",4.4,24,800
5214,D'tallii Egg,"Celebration City Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Health Food,  Chinese",4.6,15,500
5215,Simply Meaty,"Sun South Park,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.1,10,600
5216,Pomo's Pizza,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Italian,  Pizza",3.6,20,600
5217,Puffizza,"Orchid Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Pizza,  Italian",4.6,12,700
5218,Khichdi Etc,"Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Mexican,  Gujarati",4.5,18,500
5219,New Egg World,"Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,Fast Food,4.3,7,500
5220,Masala Kitchen,"The Cloud Hotel,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Thai,  Seafood",4.2,24,800
5221,The Shake Maker,"Marigold Complex,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,1,400
5222,Pizza Zone,"Aishwarya Complex,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",2.6,5,500
5223,Kabhi B,"Vandematram Complex,Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,4,200
5224,Sankalp,"Empire Hub,Ghodasar, East Ahmedabad", East Ahmedabad,Ahmedabad,South Indian,4.2,72,500
5225,The Chocolate Room,"Isanpur, South Ahmedabad", South Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",3.5,11,500
5226,Subway,"Vrundavan Heights,Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,Health Food,5.0,1,500
5227,Spicia Restaurant,"Radhe Shopping Mall,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood",4.3,12,900
5228,Pizza Tune,"Shukan Platinum Complex,Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Fast Food",3.1,9,400
5229,Shree Marutinandan,"Ghodasar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.7,37,700
5230,Sam's Pizza,"Empire Hub,Ghodasar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian",3.9,7,600
5231,Sankalp,"Lakhani Chambers,Bapunagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"South Indian,  Desserts,  Biryani",4.0,31,500
5232,Kabhi B,"Sobo Centre,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",1.0,1,200
5233,Topaz,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Italian,  Chinese,  Mexican",4.7,16,700
5234,Wooddy Jhones Pizza,"Shyam Shikhar Complex,Bapunagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",4.3,37,600
5235,Ranu's Kitchen,"Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Oriental ,  Chinese",4.9,31,1100
5236,Rasam - The Garden Restaurant,"Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.1,10,600
5237,Buddy - The Family Restaurant,"Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Continental,  Fast Food",4.1,41,1100
5238,Sam's Pizza,"Lakhani Chambers,Bapunagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian,  Desserts,  Ice Cream",3.6,12,600
5239,Shree Marutinandan,"Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.9,32,700
5240,Gwalia Sweets,"4D Square Mall,Motera, North Ahmedabad", North Ahmedabad,Ahmedabad,"Mithai,  North Indian,  Chinese,  Street Food",4.2,5,500
5241,Pizza Point,"Bapunagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Fast Food",3.1,11,500
5242,Eat Punjab,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Seafood",4.3,59,800
5243,Gwalia Sweets,"Bapunagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Mithai,  Street Food,  Fast Food",3.0,2,500
5244,The Chocolate Room,"Krishna Heights,Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",4.2,23,500
5245,The Shake Maker,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,2,400
5246,Jacaranda,"The Ummed Ahemdabad,Hansol, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Seafood,  Gujarati",3.7,56,2700
5247,Mirch Masala,"Vitthal Mall,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Mughlai",4.4,61,1400
5248,Puffizza,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Italian",3.9,23,700
5249,Kabhi B,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",5.0,2,200
5250,Moca Cabana,"4D Square Mall,Motera, North Ahmedabad", North Ahmedabad,Ahmedabad,"Fast Food,  Coffee,  Tea,  Shakes",4.1,51,700
5251,Tomato's,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Pizza",4.7,60,1500
5252,Upsouth,"4D Square Mall,Motera, North Ahmedabad", North Ahmedabad,Ahmedabad,South Indian,3.5,6,500
5253,William John's Pizza,"Motera, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Fast Food,  Drinks",3.7,38,500
5254,Wooddy Jhones Pizza,"Devpreet Complex,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Italian,  Fast Food",3.9,22,600
5255,The Golden BBQ,"Sabarmati, North Ahmedabad", North Ahmedabad,Ahmedabad,Barbecue,4.7,3,300
5256,Kabhi B,"Motera, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.7,3,200
5257,Hashtag BBQ,"Sun Square Building,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,North Indian,3.8,60,1000
5258,Temptt Restro And Cafe,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Italian,  Mexican,  Fast Food",4.5,147,1300
5259,Mitti Ke Rang,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian",4.5,168,800
5260,Kabhi B,"Sukh Sagar Complex,Bapunagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",1.0,1,200
5261,Shree Marutinandan,"Motera, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.8,46,700
5262,The Egg Eatery,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,Fast Food,4.0,4,600
5263,Gwalbhog,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Gujarati,  Rajasthani",4.5,103,800
5264,Gourmet Kitchen,"Maple 99,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,19,800
5265,Kabhi B,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.0,2,200
5266,Vadilal- Hangout,"Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Ice Cream,  Fast Food",1.0,1,250
5267,Katori Kitchens,"Malabar County II,Chandlodia, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Italian,  Fast Food",4.3,12,700
5268,Nini's Kitchen,"Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Italian,  Continental,  Lebanese,  Shakes",4.5,43,1400
5269,Parosa,"Adalaj Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Mexican",4.1,48,800
5270,1944 Restaurants-The HOCCO Kitchen,"Adalaj Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Fast Food",4.8,7,1500
5271,7 Square Restaurant,"Amraiwadi, South Ahmedabad", South Ahmedabad,Ahmedabad,"North Indian,  Chinese",5.0,1,800
5272,Mad Over Grills,"Town Plaza,Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,North Indian,4.5,76,800
5273,The Masala County,"Shree Balaji Agora Mall,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,North Indian,4.2,297,1200
5274,Rajvee Food Corner,"Pratik Mall,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Fast Food",5.0,4,600
5275,Marky Momos,"Sparsh Arcade,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Chinese,  Fast Food,  Pizza,  Burger,  Shakes",4.1,38,900
5276,William John's Pizza,"Sparsh Arcade,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Desserts,  Ice Cream,  Drinks",3.5,5,500
5277,Hungry Puppet,"Radhe Fortune,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,199,900
5278,Kaffee - Mast Hai,"Shree Balaji Agora Mall,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Italian,  Continental,  Mexican",4.2,195,700
5279,Sankalp,"Odhav, East Ahmedabad", East Ahmedabad,Ahmedabad,South Indian,4.7,13,500
5280,The Grand Vinayak Hotel,"Odhav, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian,  Fast Food",4.5,39,800
5281,The Cube Restaurant,"Vastral, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Gujarati,  Ice Cream",4.2,54,700
5282,Sam's Pizza,"Vastral, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian",5.0,1,600
5283,Mysore Express,"Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,South Indian,5.0,6,200
5284,Shree Marutinandan,"Naroda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",4.0,17,700
5285,Italian Bistro,"Maple 99,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,Italian,4.2,17,1000
5286,Appu's Pizzeria,"Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,"Italian,  Pizza,  Fast Food",3.8,2,500
5287,Shakti - The Sandwich Shop,"Odhav, East Ahmedabad", East Ahmedabad,Ahmedabad,Fast Food,4.4,6,400
5288,Sizzling Shihai,"Shree Balaji Agora Mall,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Japanese,  Asian,  Oriental ,  Chinese,  Thai",4.4,284,1200
5289,Choice Of Pizza,"Platinum Plaza,Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,"Italian,  Pizza",4.2,4,500
5290,Dosawala,"Adalaj Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,South Indian,4.0,37,500
5291,Aagrah,"Shree Balaji Agora Mall,Chandkheda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Gujarati,  Desserts",4.4,198,900
5292,Amrutam,"Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,Gujarati,4.6,9,800
5293,The Chocolate Room,"Pavillion Mall,Naroda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",3.6,33,500
5294,Dinner Post Restaurant,"Siddhi Vinayak Complex,Odhav, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4.1,26,500
5295,Spice Affair,"Hotel German Palace,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  Fast Food,  North Indian,  Italian,  Continental,  Asian",4.0,35,800
5296,William John's Pizza,"Odhav, East Ahmedabad", East Ahmedabad,Ahmedabad,"Pizza,  Italian",3.0,21,500
5297,Chandni Bhaji Pav,"Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,"North Indian,  Chinese",1.9,3,500
5298,Pomo's Pizza,"Town Plaza,Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,"Italian,  Pizza",2.7,15,600
5299,Shree Marutinandan,"Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.4,11,700
5300,"The 7 Waves, Resto & Cafe","Adalaj Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Mexican,  Asian,  Fast Food",3.0,3,1000
5301,Hotel Darshan,"Naroda, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Indian Cuisine",5.0,1,700
5302,Shree Marutinandan,"Naroda, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.8,6,700
5303,Maharaj Dining Hall,"Adalaj Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",3.8,19,700
5304,Mocha,"Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",4.4,107,800
5305,Sky Cake & Cafe,"Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Pizza",5.0,2,400
5306,Terracotta,"Pramukh Arcade 2,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Mexican",4.4,84,1000
5307,The Shake Maker,"Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Shakes,  Fast Food",5.0,1,400
5308,Palacio,"7 Wonders Hotel,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  Mexican,  Barbecue,  Sizzlers",4.5,32,1000
5309,Balista,"Pramukh Cyprus,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Fast Food,  Pizza,  Italian",4.4,8,700
5310,56 Bhog,"Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental,  Italian,  South Indian,  Gujarati",4.4,14,800
5311,The Chocolate Room,"Super Mall 2,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",3.7,67,500
5312,Kabhi B,"Super Mall 1,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.8,4,200
5313,President Lounge,"Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,Italian,4.3,31,1000
5314,Orchid by Fortune Inn Haveli,"Fortune Inn Haveli,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"North Indian,  Continental,  Oriental ",4.3,33,1000
5315,Kabhi B,"District Shopping Centre,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",4.5,12,200
5316,Lazy Shack,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American",4.2,658,1300
5317,Sector 7 Social,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Continental,  Finger Food,  North Indian,  American,  Asian",4.5,605,1400
5318,The Cafe @ JW,"JW Marriott Hotel,Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.3,208,2200
5319,Dhaba Estd 1986 Delhi,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Mughlai",4.5,318,1200
5320,Prankster,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Modern Indian,  Chinese",4.1,226,1500
5321,Yo! China,"Sector 9, East Chandigarh", East Chandigarh,Chandigarh,Chinese,4.2,115,1300
5322,Beach N Brew,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Continental,  Chinese",4.4,703,1800
5323,Anardana Modern Kitchen & Bar,"Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Chinese,  Italian,  Continental",4.5,194,1200
5324,The G.T. Road,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Mughlai",4.3,788,1500
5325,Back To Source - Organic Restaurant,"Sector 17, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Continental,  Bakery and Confectionary",4.4,34,1200
5326,Dastaan,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,North Indian,4.6,253,2000
5327,Virgin Courtyard,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,Italian,4.3,80,2000
5328,The Chocolate Room,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Italian,  Mexican,  Desserts,  Fast Food",4.5,234,800
5329,Chili's,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Mexican,  Italian,  American",4.6,659,1500
5330,Ghazal,"Sector 17, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",4.3,25,1500
5331,Cafe JC's,"Coal Depot Complex,Sector 10, North Chandigarh", North Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  American",4.1,117,1200
5332,Fabcafe By Fabindia,"Sector 17, Central Chandigarh", Central Chandigarh,Chandigarh,"Health Food,  Modern Indian,  North Indian,  Continental",4.1,16,1200
5333,Captain Sam's,"Sector 9, East Chandigarh", East Chandigarh,Chandigarh,"Pizza,  Italian,  Fast Food",4.3,51,700
5334,City Cabana,"Hotel City Heart Premium,Sector 17, Central Chandigarh", Central Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Chinese,  Continental",3.7,36,1500
5335,Caffe Tonino,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,Italian,4.5,15,1600
5336,SMS: Stop My Starvation,"Sector 9, East Chandigarh", East Chandigarh,Chandigarh,"Fast Food,  Desserts",4.8,10,500
5337,Hibachi,"Hotel Icon,Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"Asian,  Chinese,  Thai,  Japanese,  Seafood,  Sushi",4.4,30,2000
5338,Cottage,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Mediterranean,  European",4.4,51,1500
5339,O Chicken India - Oil Free Healthy Chicken,"Sector 18, Central Chandigarh", Central Chandigarh,Chandigarh,Fast Food,4.5,10,1100
5340,26 Boulevard,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Continental,  North Indian,  Italian",4.4,577,1200
5341,Jullundur Restaurant,"Jullundur Hotel,Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Chinese",4.0,38,1500
5342,BoomBox Cafe,"Sector 9, East Chandigarh", East Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.0,182,1500
5343,Subway,"Sector 19, East Chandigarh", East Chandigarh,Chandigarh,Health Food,5.0,1,500
5344,Super Donuts,"Inner Market,Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"Fast Food,  Doughnuts,  Desserts,  Coffee",4.5,24,500
5345,French Press Cafe,"Sector 16, Central Chandigarh", Central Chandigarh,Chandigarh,"Italian,  Fast Food",4.2,31,1400
5346,Saroor Bar,"Jullundur Hotel,Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",4.0,1,1400
5347,Sai Sweets,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,North Indian,4.7,4,400
5348,Malt & Co,"The Piccadily Hotel,Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Italian,  American",4.2,34,1800
5349,DRYP,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Continental,  Chinese",4.3,134,1000
5350,Xtreme Sports Bar & Grill,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"Continental,  North Indian,  Chinese",4.1,80,1200
5351,Monica's Puddings and Pies,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"Bakery and Confectionary,  Fast Food",5.0,1,500
5352,Daddy Waffle,"Sector 9, East Chandigarh", East Chandigarh,Chandigarh,"Desserts,  Fast Food",4.2,39,300
5353,Garam Dharam,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,North Indian,4.3,217,1200
5354,Barbeque Nation,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Barbecue,  North Indian,  Chinese",4.4,206,1500
5355,Peggy Ice cream,"Coal Depot Complex,Sector 10, North Chandigarh", North Chandigarh,Chandigarh,"Ice Cream,  Coffee,  Desserts,  Fast Food",4.5,24,600
5356,Pirates of Grill,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Barbecue",4.3,188,1800
5357,Sultan,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Lebanese,  Middle Eastern",4.0,139,1500
5358,35 Brewhouse,"JW Marriott Hotel,Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Continental,  Finger Food",4.4,71,2200
5359,Mansar Coffee,"Sector 10, North Chandigarh", North Chandigarh,Chandigarh,"Italian,  Continental,  Fast Food,  Coffee",4.1,5,1100
5360,Sip 'N' Dine,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Chinese,  Seafood",4.5,16,1500
5361,Mom's Kitchen,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Chinese,  Fast Food",3.9,44,500
5362,Subway,"Inner Market,Sector 8, East Chandigarh", East Chandigarh,Chandigarh,Health Food,4.6,26,500
5363,Chaayos,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"Tea,  Fast Food",4.5,6,500
5364,Grapho 07,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Italian,  Continental",4.2,99,1500
5365,Amigo's Cafe,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"Fast Food,  Pizza,  Italian",4.2,3,500
5366,Captain Sam's,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Pizza,  Italian,  Fast Food",3.9,110,700
5367,Get Desserted,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"Desserts,  Ice Cream",4.1,5,400
5368,The Finch,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Italian,  Continental,  Asian",4.4,142,2300
